,Author,Text
135,a,"Quarter man? And why do you wear a rose-coloured flowered garter buckled about your neck?"" The cat had climbed into his lap, and now sat purring as he passed his hand over her thin coat.""Excuse me,"" he continued in lazy soothing tones, harmonizing with her purring, ""if I seem indelicate, but I cannot help musing on this rose-coloured garter, flowered so quaintly and fastened with a silver clasp. For the clasp is silver; I can see the mint mark on the edge, as is prescribed by the law of the French Republic. Now, why is this garter woven of rose silk and delicately embroidered,—why is this silken garter with its silver clasp about your famished throat? Am I indiscreet when I inquire if its owner is your owner? Is she some aged dame living in memory of youthful vanities, fond, doting on you, decorating you with her intimate personal attire?"
136,a,"shot himself through the heart."" Jack stopped speaking, drops of sweat stood under his eyes, and his thin cheeks twitched. ""I carried Boris to his room. Then I went back and let that hellish fluid out of the pool, and turning on all the water, washed the marble clean of every drop. When at length I dared descend the steps, I found her lying there as white as snow. At last, when I had decided what was best to do, I went into the laboratory, and first emptied the solution in the basin into the waste-pipe; then I poured the contents of every jar and bottle after it. There was wood in the fireplace, so I built a fire, and breaking the locks of Boris' cabinet I burnt every paper, notebook and letter that I found there. With a mallet from the studio I smashed to pieces all the empty"
137,a,"with brightness. She raised her eyes and looked out into the world from the window. Then she began to speak, but her voice was faint, and he bent his head close to hers and listened. ""I cannot turn from you; I am too weak. You were long ago my master—master of my heart and soul. I have broken my word to one who trusted me, but I have told you all;—what matters the rest?"" He smiled at her innocence and she worshipped his. She spoke again: ""Take me or cast me away;—what matters it? Now with a word you can kill me, and it might be easier to die than to look upon happiness as great as mine.""He took her in his arms, ""Hush, what are you saying? Look,—look out at the sunlight, the meadows and the streams. We shall be very happy in so bright a world.""She turned to"
138,a,"the Place de la Concorde at a pace which threatened to land him at the Madeleine. This would never do. He turned sharply to the right and crossing the bridge passed the Palais Bourbon at a trot and wheeled into the Boulevard St. Germain. He got on well enough although the size of the War Office struck him as a personal insult, and he missed his cane, which it would have been pleasant to drag along the iron railings as he passed. It occurred to him, however, to substitute his hat, but when he found it he forgot what he wanted it for and replaced it upon his head with gravity. Then he was obliged to battle with a violent inclination to sit down and weep. This lasted until he came to the rue de Rennes, but there he became absorbed in contemplating the dragon on the balcony overhanging the"
139,a,"too bright. She came straight up to me and took my arm.""Luncheon is ready. Was I cross, Alec? I thought I had a headache, but I haven't. Come here, Boris;"" and she slipped her other arm through his. ""Alec knows that after you there is no one in the world whom I like as well as I like him, so if he sometimes feels snubbed it won't hurt him.""""À la bonheur!"" I cried, ""who says there are no thunderstorms in April?""""Are you ready?"" chanted Boris. ""Aye ready;"" and arm-in-arm we raced into the dining-room, scandalizing the servants. After all we were not so much to blame; Geneviève was eighteen, Boris was twenty-three, and I not quite twenty-one.Some work that I was doing about this time on the decorations for Geneviève's boudoir kept me constantly at the quaint little hotel in the Rue Sainte-Cécile. Boris and I in those days laboured"
140,a,"reception is indigenous to the Quarter.""It's Elliott,"" he said, looking back, ""and Rowden too, and their bulldogs."" Then he addressed them through the crack.""Sit down on the stairs; Selby and I are coming out directly.""Discretion is a virtue. The Latin Quarter possesses few, and discretion seldom figures on the list. They sat down and began to whistle.Presently Rowden called out, ""I smell flowers. They feast within!""""You ought to know Selby better than that,"" growled Clifford behind the door, while the other hurriedly exchanged his torn trousers for others.""We know Selby,"" said Elliott with emphasis.""Yes,"" said Rowden, ""he gives receptions with floral decorations and invites Clifford, while we sit on the stairs.""""Yes, while the youth and beauty of the Quarter revel,"" suggested Rowden; then, with sudden misgiving; ""Is Odette there?""""See here,"" demanded Elliott, ""is Colette there?""Then he raised his voice in a plaintive howl, ""Are you there, Colette, while I'm kicking"
141,a,"and repassed before the bay windows. Twelve o'clock sounded from the new spire of St. Francis Xavier, and at the last stroke of the sad-toned bell a figure passed through the wicket beside the portcullis, returned the salute of the sentry, and crossing the street entered the square and advanced toward the Benedick apartment house.""Louis,"" I called.The man pivoted on his spurred heels and came straight toward me.""Is that you, Hildred?""""Yes, you are on time.""I took his offered hand, and we strolled toward the Lethal Chamber.He rattled on about his wedding and the graces of Constance, and their future prospects, calling my attention to his captain's shoulder-straps, and the triple gold arabesque on his sleeve and fatigue cap. I believe I listened as much to the music of his spurs and sabre as I did to his boyish babble, and at last we stood under the elms on the Fourth"
142,a,"a horrible decomposed heap on the floor—the livid corpse of the watchman from the church: ""I have no theory, no explanation. That man must have been dead for months!"" I think I am dying. I wish the priest would—""There be three things which are too wonderful for me, yea, four which I know not:""The way of an eagle in the air; the way of a serpent upon a rock; the way of a ship in the midst of the sea; and the way of a man with a maid.""The utter desolation of the scene began to have its effect; I sat down to face the situation and, if possible, recall to mind some landmark which might aid me in extricating myself from my present position. If I could only find the ocean again all would be clear, for I knew one could see the island of Groix from the cliffs.I"
143,a,"my strength lifted her in my arms and flung her from me. Then bending, I tore the viper from my ankle and set my heel upon its head. I remember feeling weak and numb,—I remember falling to the ground. Through my slowly glazing eyes I saw Jeanne's white face bending close to mine, and when the light in my eyes went out I still felt her arms about my neck, and her soft cheek against my drawn lips. When I opened my eyes, I looked around in terror. Jeanne was gone. I saw the stream and the flat rock; I saw the crushed viper in the grass beside me, but the hawks and blocs had disappeared. I sprang to my feet. The garden, the fruit trees, the drawbridge and the walled court were gone. I stared stupidly at a heap of crumbling ruins, ivy-covered and grey, through which great trees"
144,a,"an echo of the woodland brook in the ripple of the Seine, and swallows soared and skimmed among the anchored river craft. Somewhere in a window a caged bird was singing its heart out to the sky.Selby looked at the cabbage-rose and then at the sky. Something in the song of the caged bird may have moved him, or perhaps it was that dangerous sweetness in the air of May.At first he was hardly conscious that he had stopped, then he was scarcely conscious why he had stopped, then he thought he would move on, then he thought he wouldn't, then he looked at Rue Barrée.The gardener said, ""Mademoiselle, this is undoubtedly a fine pot of pansies.""Rue Barrée shook her head.The gardener smiled. She evidently did not want the pansies. She had bought many pots of pansies there, two or three every spring, and never argued. What did she want"
145,a,"wet shooting-boots. High overhead gulls were wheeling and tossing like bits of white paper; from some distant marsh a solitary curlew called. Little by little the sun sank into the plain, and the zenith flushed with the after-glow. I watched the sky change from palest gold to pink and then to smouldering fire. Clouds of midges danced above me, and high in the calm air a bat dipped and soared. My eyelids began to droop. Then as I shook off the drowsiness a sudden crash among the bracken roused me. I raised my eyes. A great bird hung quivering in the air above my face. For an instant I stared, incapable of motion; then something leaped past me in the ferns and the bird rose, wheeled, and pitched headlong into the brake.I was on my feet in an instant peering through the gorse. There came the sound of a struggle"
146,a,"until incapable of lifting his arm. Then he had intended to go home. He heard a man say that half the battalion had gone down in the charge, and he saw another examining a corpse under the embankment. The body, still warm, was clothed in a strange uniform, but even when he noticed the spiked helmet lying a few inches further away, he did not realize what had happened.The colonel sat on his horse a few feet to the left, his eyes sparkling under the crimson képi. Trent heard him reply to an officer: ""I can hold it, but another charge, and I won't have enough men left to sound a bugle.""""Were the Prussians here?"" Trent asked of a soldier who sat wiping the blood trickling from his hair.""Yes. The hussars cleaned them out. We caught their cross fire.""""We are supporting a battery on the embankment,"" said another.Then the battalion"
147,a,"sound, like thick oily smoke from a fat-rendering vat or an odour of noisome decay. And as I lay and tossed about, the voice in my ears seemed more distinct, and I began to understand the words he had muttered. They came to me slowly as if I had forgotten them, and at last I could make some sense out of the sounds. It was this:""Have you found the Yellow Sign?""""Have you found the Yellow Sign?""""Have you found the Yellow Sign?""I was furious. What did he mean by that? Then with a curse upon him and his I rolled over and went to sleep, but when I awoke later I looked pale and haggard, for I had dreamed the dream of the night before, and it troubled me more than I cared to think.I dressed and went down into my studio. Tessie sat by the window, but as I came"
148,a,"shot by the wells.""""You don't mean to say you ran away?""""Yes, sir; I run.""""Why?""""That's just what I want to know, sir. I grabbed Molly an' run, an' the rest was as frightened as I.""""But what were they frightened at?""Thomas refused to answer for a while, but now my curiosity was aroused about the repulsive young man below and I pressed him. Three years' sojourn in America had not only modified Thomas' cockney dialect but had given him the American's fear of ridicule.""You won't believe me, Mr. Scott, sir?""""Yes, I will.""""You will lawf at me, sir?""""Nonsense!""He hesitated. ""Well, sir, it's Gawd's truth that when I 'it 'im 'e grabbed me wrists, sir, and when I twisted 'is soft, mushy fist one of 'is fingers come off in me 'and.""The utter loathing and horror of Thomas' face must have been reflected in my own, for he added:""It's orful, an' now when I"
149,a,"left.""Hastings blew out the candle, picked up Clifford's hat and cane, and said, with an emotion he could not conceal, ""This is terrible, Clifford,—I—never knew you did this sort of thing.""""Well, I do,"" said Clifford.""Where is Elliott?""""Ole chap,"" returned Clifford, becoming maudlin, ""Providence which feeds—feeds—er—sparrows an' that sort of thing watcheth over the intemperate wanderer—""""Where is Elliott?""But Clifford only wagged his head and waved his arm about. ""He's out there,—somewhere about."" Then suddenly feeling a desire to see his missing chum, lifted up his voice and howled for him.Hastings, thoroughly shocked, sat down on the lounge without a word. Presently, after shedding several scalding tears, Clifford brightened up and rose with great precaution.""Ole chap,"" he observed, ""do you want to see er—er miracle? Well, here goes. I'm goin' to begin.""He paused, beaming at vacancy.""Er miracle,"" he repeated.Hastings supposed he was alluding to the miracle of his keeping his balance, and"
150,a,"by and alighted on the terrace, where they bowed and strutted and bobbed and turned until Rue Barrée laughed in delight, and looking up beheld Clifford before her. His hat was in his hand and his face was wreathed in a series of appealing smiles which would have touched the heart of a Bengal tiger.For an instant Rue Barrée frowned, then she looked curiously at Clifford, then when she saw the resemblance between his bows and the bobbing pigeons, in spite of herself, her lips parted in the most bewitching laugh. Was this Rue Barrée? So changed, so changed that she did not know herself; but oh! that song in her heart which drowned all else, which trembled on her lips, struggling for utterance, which rippled forth in a laugh at nothing,—at a strutting pigeon,—and Mr. Clifford. ""And you think, because I return the salute of the students in the"
151,a,"night a comin' 'ome with 'Arry, the other English boy, I sees 'im a sittin' there on them steps. We 'ad Molly and Jen with us, sir, the two girls on the tray service, an' 'e looks so insultin' at us that I up and sez: 'Wat you looking hat, you fat slug?'—beg pardon, sir, but that's 'ow I sez, sir. Then 'e don't say nothin' and I sez: 'Come out and I'll punch that puddin' 'ed.' Then I hopens the gate an' goes in, but 'e don't say nothin', only looks insultin' like. Then I 'its 'im one, but, ugh! 'is 'ed was that cold and mushy it ud sicken you to touch 'im.""""What did he do then?"" I asked curiously.""'Im? Nawthin'.""""And you, Thomas?""The young fellow flushed with embarrassment and smiled uneasily.""Mr. Scott, sir, I ain't no coward, an' I can't make it out at all why I run."
152,a,"eddied. Objects became more distinct. A pallor crept above the horizon, touching the edges of the watery clouds, and drew dull sparks from a thousand bayonets. Bayonets—they were everywhere, cleaving the fog or flowing beneath it in rivers of steel. High on the wall of masonry and earth a great gun loomed, and around it figures moved in silhouettes. Below, a broad torrent of bayonets swept through the iron barred gateway, out into the shadowy plain. It became lighter. Faces grew more distinct among the marching masses and he recognized one.""You, Philippe!""The figure turned its head.Trent cried, ""Is there room for me?"" but the other only waved his arm in a vague adieu and was gone with the rest. Presently the cavalry began to pass, squadron on squadron, crowding out into the darkness; then many cannon, then an ambulance, then again the endless lines of bayonets. Beside him a cuirassier"
153,a,"with a cry of terror, or perhaps it was of joy so poignant that I suffered in every nerve, I snatched the thing out of the coals and crept shaking to my bedroom, where I read it and reread it, and wept and laughed and trembled with a horror which at times assails me yet. This is the thing that troubles me, for I cannot forget Carcosa where black stars hang in the heavens; where the shadows of men's thoughts lengthen in the afternoon, when the twin suns sink into the lake of Hali; and my mind will bear for ever the memory of the Pallid Mask. I pray God will curse the writer, as the writer has cursed the world with this beautiful, stupendous creation, terrible in its simplicity, irresistible in its truth—a world which now trembles before the King in Yellow. When the French Government seized the translated"
154,a,"wife's traducer years ago, and went to Australia where he did not long survive his wife.""""Mr. Wilde is wrong,"" murmured Constance. Her lips were blanched, but her voice was sweet and calm.""Let us agree, if you please, that in this one circumstance Mr. Wilde is wrong,"" I said.I climbed the three dilapidated flights of stairs, which I had so often climbed before, and knocked at a small door at the end of the corridor. Mr. Wilde opened the door and I walked in.When he had double-locked the door and pushed a heavy chest against it, he came and sat down beside me, peering up into my face with his little light-coloured eyes. Half a dozen new scratches covered his nose and cheeks, and the silver wires which supported his artificial ears had become displaced. I thought I had never seen him so hideously fascinating. He had no ears. The artificial"
155,a,"is too innocent. I say, Elliott,"" he said, at last, ""Hastings,—you know the chap that old Tabby Byram came around here to tell us about—the day you had to hide Colette in the armoire—""""Yes, what's up?""""Oh, nothing. He's a brick.""""Yes,"" said Elliott, without enthusiasm.""Don't you think so?"" demanded Clifford.""Why yes, but he is going to have a tough time when some of his illusions are dispelled.""""More shame to those who dispel 'em!""""Yes,—wait until he comes to pay his call on us, unexpectedly, of course—""Clifford looked virtuous and lighted a cigar.""I was just going to say,"" he observed, ""that I have asked him not to come without letting us know, so I can postpone any orgie you may have intended—""""Ah!"" cried Elliott indignantly, ""I suppose you put it to him in that way.""""Not exactly,"" grinned Clifford. Then more seriously, ""I don't want anything to occur here to bother him. He's a"
156,a,"stream and the flat rock; I saw the crushed viper in the grass beside me, but the hawks and blocs had disappeared. I sprang to my feet. The garden, the fruit trees, the drawbridge and the walled court were gone. I stared stupidly at a heap of crumbling ruins, ivy-covered and grey, through which great trees had pushed their way. I crept forward, dragging my numbed foot, and as I moved, a falcon sailed from the tree-tops among the ruins, and soaring, mounting in narrowing circles, faded and vanished in the clouds above.""Jeanne, Jeanne,"" I cried, but my voice died on my lips, and I fell on my knees among the weeds. And as God willed it, I, not knowing, had fallen kneeling before a crumbling shrine carved in stone for our Mother of Sorrows. I saw the sad face of the Virgin wrought in the cold stone. I saw"
157,a,"took my seat beside the armourer.The beautiful line of parks and granite terraces overlooking the wharves along the North River, which were built in 1910 and finished in the autumn of 1917, had become one of the most popular promenades in the metropolis. They extended from the battery to 190th Street, overlooking the noble river and affording a fine view of the Jersey shore and the Highlands opposite. Cafés and restaurants were scattered here and there among the trees, and twice a week military bands from the garrison played in the kiosques on the parapets.We sat down in the sunshine on the bench at the foot of the equestrian statue of General Sheridan. Constance tipped her sunshade to shield her eyes, and she and Louis began a murmuring conversation which was impossible to catch. Old Hawberk, leaning on his ivory headed cane, lighted an excellent cigar, the mate to which"
158,a,"my rage down and answered as steadily as possible, ""Listen, you have engaged your word?""""I am listening, old chap,"" he replied soothingly.I began to speak very calmly.""Dr. Archer, having by some means become possessed of the secret of the Imperial Succession, attempted to deprive me of my right, alleging that because of a fall from my horse four years ago, I had become mentally deficient. He presumed to place me under restraint in his own house in hopes of either driving me insane or poisoning me. I have not forgotten it. I visited him last night and the interview was final.""Louis turned quite pale, but did not move. I resumed triumphantly, ""There are yet three people to be interviewed in the interests of Mr. Wilde and myself. They are my cousin Louis, Mr. Hawberk, and his daughter Constance.""Louis sprang to his feet and I arose also, and flung the paper"
159,a,"rest and shelter. Looking back over my right shoulder, I saw him, ten paces off. He must have entered the court with me.He was coming straight on, neither slowly, nor swiftly, but straight on to me. And now he was looking at me. For the first time since our eyes encountered across the church they met now again, and I knew that the time had come.Retreating backward, down the court, I faced him. I meant to escape by the entrance on the Rue du Dragon. His eyes told me that I never should escape.It seemed ages while we were going, I retreating, he advancing, down the court in perfect silence; but at last I felt the shadow of the archway, and the next step brought me within it. I had meant to turn here and spring through into the street. But the shadow was not that of an archway; it"
160,a,"you this—fearing that you would go away; and since then my love has grown—grown—and oh! I suffered!—but I dared not tell you. And now you know, but you do not know the worst. For him—now—what do I care? He was cruel—oh, so cruel!""She hid her face in her arms.""Must I go on? Must I tell you—can you not imagine, oh! Jack—""He did not stir; his eyes seemed dead.""I—I was so young, I knew nothing, and he said—said that he loved me—""Trent rose and struck the candle with his clenched fist, and the room was dark.The bells of St. Sulpice tolled the hour, and she started up, speaking with feverish haste,—""I must finish! When you told me you loved me—you—you asked me nothing; but then, even then, it was too late, and that other life which binds me to him, must stand for ever between you and me! For there is"
161,a,"cried cheerily, ""how goes the wound to-day?""He walked over to the bed and drew the curtains. An old man was lying among the tumbled sheets.""Better?"" smiled Trent.""Better,"" repeated the man wearily; and, after a pause, ""Have you any news, Monsieur Jack?""""I haven't been out to-day. I will bring you any rumour I may hear, though goodness knows I've got enough of rumours,"" he muttered to himself. Then aloud: ""Cheer up; you're looking better.""""And the sortie?""""Oh, the sortie, that's for this week. General Trochu sent orders last night.""""It will be terrible.""""It will be sickening,"" thought Trent as he went out into the street and turned the corner toward the rue de Seine; ""slaughter, slaughter, phew! I'm glad I'm not going.""The street was almost deserted. A few women muffled in tattered military capes crept along the frozen pavement, and a wretchedly clad gamin hovered over the sewer-hole on the corner of the"
162,a,"of a platoon. A lantern passed, a file of bayonets, then another lantern which glimmered on a deathly face behind, and Colette gasped, ""Hartman!"" and he was gone. They peered fearfully across the embankment, holding their breath. There was a shuffle of feet on the quay, and the gate of the barracks slammed. A lantern shone for a moment at the postern, the crowd pressed to the grille, then came the clang of the volley from the stone parade.One by one the petroleum torches flared up along the embankment, and now the whole square was in motion. Down from the Champs Elysées and across the Place de la Concorde straggled the fragments of the battle, a company here, and a mob there. They poured in from every street followed by women and children, and a great murmur, borne on the icy wind, swept through the Arc de Triomphe and down"
163,a,"on Montparnasse. At twenty minutes after four two projectiles struck a house in the rue de Bac, and a moment later the first shell fell in the Latin Quarter.Braith was painting in bed when West came in very much scared.""I wish you would come down; our house has been knocked into a cocked hat, and I'm afraid that some of the pillagers may take it into their heads to pay us a visit to-night.""Braith jumped out of bed and bundled himself into a garment which had once been an overcoat.""Anybody hurt?"" he inquired, struggling with a sleeve full of dilapidated lining.""No. Colette is barricaded in the cellar, and the concierge ran away to the fortifications. There will be a rough gang there if the bombardment keeps up. You might help us—""""Of course,"" said Braith; but it was not until they had reached the rue Serpente and had turned in the"
164,a,"along the road. A corporal passed, looked at him, repassed, and finally called an officer. ""You belong to the 60th,"" growled the corporal looking at the number on his képi.""We have no use for Franc-tireurs,"" added the officer, catching sight of his black trousers.""I wish to volunteer in place of a comrade,"" said Trent, and the officer shrugged his shoulders and passed on.Nobody paid much attention to him, one or two merely glancing at his trousers. The road was deep with slush and mud-ploughed and torn by wheels and hoofs. A soldier in front of him wrenched his foot in an icy rut and dragged himself to the edge of the embankment groaning. The plain on either side of them was grey with melting snow. Here and there behind dismantled hedge-rows stood wagons, bearing white flags with red crosses. Sometimes the driver was a priest in rusty hat and gown,"
165,a,"see the hearse?""""Oh,"" I said diplomatically, ""if you really did, it might not be unlikely that the man below drove it. There is nothing in that.""Tessie rose, unrolled her scented handkerchief, and taking a bit of gum from a knot in the hem, placed it in her mouth. Then drawing on her gloves she offered me her hand, with a frank, ""Good-night, Mr. Scott,"" and walked out.The next morning, Thomas, the bell-boy, brought me the Herald and a bit of news. The church next door had been sold. I thanked Heaven for it, not that being a Catholic I had any repugnance for the congregation next door, but because my nerves were shattered by a blatant exhorter, whose every word echoed through the aisle of the church as if it had been my own rooms, and who insisted on his r's with a nasal persistence which revolted my every instinct."
166,a,"cried, ""the next toast is to the twin Republics, France and America?""""To the Republics! To the Republics!"" they cried, and the toast was drunk amid shouts of ""Vive la France! Vive l'Amérique! Vive la Nation!""Then Trent, with a smile at West, offered the toast, ""To a Happy Pair!"" and everybody understood, and Sylvia leaned over and kissed Colette, while Trent bowed to West.The beef was eaten in comparative calm, but when it was finished and a portion of it set aside for the old people below, Trent cried: ""Drink to Paris! May she rise from her ruins and crush the invader!"" and the cheers rang out, drowning for a moment the monotonous thunder of the Prussian guns.Pipes and cigarettes were lighted, and Trent listened an instant to the animated chatter around him, broken by ripples of laughter from the girls or the mellow chuckle of Fallowby. Then he turned to"
167,a,"candle flared in his hand; then his eyes met two other eyes, wide open, smiling, and the candle-flame flashed over hair heavy as gold.She was pale, but not as white as he; her eyes were untroubled as a child's; but he stared, trembling from head to foot, while the candle flickered in his hand.At last he whispered: ""Sylvia, it is I.""Again he said, ""It is I.""Then, knowing that she was dead, he kissed her on the mouth. And through the long watches of the night the cat purred on his knee, tightening and relaxing her padded claws, until the sky paled above the Street of the Four Winds.The room was already dark. The high roofs opposite cut off what little remained of the December daylight. The girl drew her chair nearer the window, and choosing a large needle, threaded it, knotting the thread over her fingers. Then she smoothed the"
168,a,"beg of you—a—a favour.""Clifford opened his eyes, but said nothing.""I am in—great distress of mind. It is Monsieur Hastings.""""Well?"" said Clifford, in some astonishment.""I want to ask you,"" she continued in a low voice, ""I want to ask you to—to—in case you should speak of me before him,—not to say,—not to say,—""""I shall not speak of you to him,"" he said quietly.""Can—can you prevent others?""""I might if I was present. May I ask why?""""That is not fair,"" she murmured; ""you know how—how he considers me,—as he considers every woman. You know how different he is from you and the rest. I have never seen a man,—such a man as Monsieur Hastings.""He let his cigarette go out unnoticed.""I am almost afraid of him—afraid he should know—what we all are in the Quarter. Oh, I do not wish him to know! I do not wish him to—to turn from me—to cease from"
169,a,"the studio, glaring at unfinished drawings and sketches, until despair seized me and I sat down to smoke and twiddle my thumbs with rage. The rain blew against the windows and rattled on the roof of the church, driving me into a nervous fit with its interminable patter. Tessie sat sewing by the window, and every now and then raised her head and looked at me with such innocent compassion that I began to feel ashamed of my irritation and looked about for something to occupy me. I had read all the papers and all the books in the library, but for the sake of something to do I went to the bookcases and shoved them open with my elbow. I knew every volume by its colour and examined them all, passing slowly around the library and whistling to keep up my spirits. I was turning to go into the"
170,a,"From an open doorway a man came and, bending in salutation, presented a cup to the girl beside me. She took the cup and touched it with her lips, then lowering it turned to me and said in a low voice, ""I bid you welcome.""At that moment one of the falconers came with another cup, but before handing it to me, presented it to the girl, who tasted it. The falconer made a gesture to receive it, but she hesitated a moment, and then, stepping forward, offered me the cup with her own hands. I felt this to be an act of extraordinary graciousness, but hardly knew what was expected of me, and did not raise it to my lips at once. The girl flushed crimson. I saw that I must act quickly.""Mademoiselle,"" I faltered, ""a stranger whom you have saved from dangers he may never realize empties this cup"
171,a,"on the sofa she obeyed me without a word. After a while she closed her eyes and her breathing became regular and deep, but I could not determine whether or not she slept. For a long while I sat silently beside her, but she neither stirred nor spoke, and at last I rose, and, entering the unused store-room, took the book in my least injured hand. It seemed heavy as lead, but I carried it into the studio again, and sitting down on the rug beside the sofa, opened it and read it through from beginning to end.When, faint with excess of my emotions, I dropped the volume and leaned wearily back against the sofa, Tessie opened her eyes and looked at me.... We had been speaking for some time in a dull monotonous strain before I realized that we were discussing The King in Yellow. Oh the sin of"
172,a,"this he cast his eyes. Then mounting the wooden barrier and clambering over the piles of stones, he reached the sidewalk and looked up at the façade for a foothold. It seemed impossible. But a sudden fury seized him, a blind, drunken obstinacy, and the blood rushed to his head, leaping, beating in his ears like the dull thunder of an ocean. He set his teeth, and springing at a window-sill, dragged himself up and hung to the iron bars. Then reason fled; there surged in his brain the sound of many voices, his heart leaped up beating a mad tattoo, and gripping at cornice and ledge he worked his way along the façade, clung to pipes and shutters, and dragged himself up, over and into the balcony by the lighted window. His hat fell off and rolled against the pane. For a moment he leaned breathless against the railing—then"
173,a,"are not an artist.""""Pardon,"" she said gravely, ""did I say I was not?""""Won't you tell me?"" he hesitated.At first she looked at him, shaking her head and smiling, then of a sudden her eyes fell and she began tracing figures with her parasol in the gravel at her feet. Hastings had taken a place on the seat, and now, with his elbows on his knees, sat watching the spray drifting above the fountain jet. A small boy, dressed as a sailor, stood poking his yacht and crying, ""I won't go home! I won't go home!"" His nurse raised her hands to Heaven.""Just like a little American boy,"" thought Hastings, and a pang of homesickness shot through him.Presently the nurse captured the boat, and the small boy stood at bay.""Monsieur René, when you decide to come here you may have your boat.""The boy backed away scowling.""Give me my boat, I say,"""
174,a,"saw Louis riding with his squadron. He was as handsome an officer as I have ever seen. Mr. Wilde, who had mounted a chair by the window, saw him too, but said nothing. Louis turned and looked straight at Hawberk's shop as he passed, and I could see the flush on his brown cheeks. I think Constance must have been at the window. When the last troopers had clattered by, and the last pennons vanished into South Fifth Avenue, Mr. Wilde clambered out of his chair and dragged the chest away from the door.""Yes,"" he said, ""it is time that you saw your cousin Louis.""He unlocked the door and I picked up my hat and stick and stepped into the corridor. The stairs were dark. Groping about, I set my foot on something soft, which snarled and spit, and I aimed a murderous blow at the cat, but my cane"
175,a,"Sylvia."" As he spoke, he made way for a crowd which came trampling across the bridge, and along the river wall by the d'Orsay barracks. In the midst of it West caught the measured tread of a platoon. A lantern passed, a file of bayonets, then another lantern which glimmered on a deathly face behind, and Colette gasped, ""Hartman!"" and he was gone. They peered fearfully across the embankment, holding their breath. There was a shuffle of feet on the quay, and the gate of the barracks slammed. A lantern shone for a moment at the postern, the crowd pressed to the grille, then came the clang of the volley from the stone parade.One by one the petroleum torches flared up along the embankment, and now the whole square was in motion. Down from the Champs Elysées and across the Place de la Concorde straggled the fragments of the battle,"
176,a,"movement and turmoil, while from the fog, close at hand, came cries and groans and crashing volleys. Shells fell everywhere, bursting along the embankment, splashing them with frozen slush. Trent was frightened. He began to dread the unknown, which lay there crackling and flaming in obscurity. The shock of the cannon sickened him. He could even see the fog light up with a dull orange as the thunder shook the earth. It was near, he felt certain, for the colonel shouted ""Forward!"" and the first battalion was hastening into it. He felt its breath, he trembled, but hurried on. A fearful discharge in front terrified him. Somewhere in the fog men were cheering, and the colonel's horse, streaming with blood plunged about in the smoke.Another blast and shock, right in his face, almost stunned him, and he faltered. All the men to the right were down. His head swam; the"
177,a,"returned to the door and sat down with her eyes on the crack over the threshold. Then she lifted her voice in a thin plaint.When Severn returned he looked grave, but the cat, joyous and demonstrative, marched around him, rubbing her gaunt body against his legs, driving her head enthusiastically into his hand, and purring until her voice mounted to a squeal.He placed a bit of meat, wrapped in brown paper, upon the table, and with a penknife cut it into shreds. The milk he took from a bottle which had served for medicine, and poured it into the saucer on the hearth.The cat crouched before it, purring and lapping at the same time.He cooked his egg and ate it with a slice of bread, watching her busy with the shredded meat, and when he had finished, and had filled and emptied a cup of water from the bucket in"
178,a,"pretty gesture toward the statues of the dead queens, ranged in stately ranks above the terrace.He looked at her, delighted, and she brightened at the success of her innocent little pleasantry.""Indeed,"" she smiled, ""I shall be well chaperoned, because you see we are under the protection of the gods themselves; look, there are Apollo, and Juno, and Venus, on their pedestals,"" counting them on her small gloved fingers, ""and Ceres, Hercules, and—but I can't make out—""Hastings turned to look up at the winged god under whose shadow they were seated.""Why, it's Love,"" he said.""There is a nouveau here,"" drawled Laffat, leaning around his easel and addressing his friend Bowles, ""there is a nouveau here who is so tender and green and appetizing that Heaven help him if he should fall into a salad bowl.""""Hayseed?"" inquired Bowles, plastering in a background with a broken palette-knife and squinting at the effect with"
179,a,"you the truth I was anxious for an excuse to go and see Hawberk instead. Come along, I'll make you my excuse.""We found old Hawberk, neatly attired in a fresh spring suit, standing at the door of his shop and sniffing the air.""I had just decided to take Constance for a little stroll before dinner,"" he replied to the impetuous volley of questions from Louis. ""We thought of walking on the park terrace along the North River.""At that moment Constance appeared and grew pale and rosy by turns as Louis bent over her small gloved fingers. I tried to excuse myself, alleging an engagement uptown, but Louis and Constance would not listen, and I saw I was expected to remain and engage old Hawberk's attention. After all it would be just as well if I kept my eye on Louis, I thought, and when they hailed a Spring Street horse-car,"
180,a,"words of honest love and passion, and when she sobbed—""Not that—not that—I have promised! You must—you must know—I am—not—worthy—"" In the purity of his own heart her words were, to him, meaningless then, meaningless for ever after. Presently her voice ceased, and her head rested on his breast. He leaned against the window, his ears swept by the furious wind, his heart in a joyous tumult. The forest was passed, and the sun slipped from behind the trees, flooding the earth again with brightness. She raised her eyes and looked out into the world from the window. Then she began to speak, but her voice was faint, and he bent his head close to hers and listened. ""I cannot turn from you; I am too weak. You were long ago my master—master of my heart and soul. I have broken my word to one who trusted me, but I have"
